h  err_L1  err_Linf_away  energy_defect  avg_newton
0.02 0.02075540296 0.09938285174 0.1724869212 3.8
0.01 0.009995 0.04990103698 0.08647986485 3.852459016
0.005 0.004995 0.02496576849 0.04327010849 3.826446281
0.0025 0.002495 0.01247384952 0.02163882954 3.771784232
0.00125 0.001245 0.006224857053 0.01081988678 3.665280665
0.000625 0.00062 0.003099982346 0.005410002397 3.472424558
0.0003125 0.00031 0.001549997793 0.002705008574 2.992712129
0.00015625 0.000155 0.0007749997242 0.001352505209 2.990367092
