h  err_L1  err_Linf_away  energy_defect
0.02 0.01063342709 0.05681154564 0.02498331507
0.01 0.004149590136 0.02861250225 0.009437405714
0.005 0.002402822502 0.01431414735 0.005611303744
0.0025 0.001537382175 0.007150720629 0.003695928889
0.00125 0.000728408209 0.003568551449 0.00174511521
0.000625 0.0003244128957 0.00177712849 0.0007728691741
0.0003125 0.0001239596067 0.0008885682257 0.00028708416
0.00015625 7.022377608e-05 0.000444284035 0.0001659084494
