q  E
0.633 0.05396840072
0.6365 0.05353103574
0.64 0.05308416
0.6435 0.05262791576
0.647 0.05216244888
0.6505 0.05168790883
0.654 0.05120444866
0.6575 0.05071222504
0.661 0.05021139824
0.6645 0.04970213213
0.668 0.04918459418
0.6715 0.04865895545
0.675 0.04812539062
0.6785 0.04758407798
0.682 0.04703519938
0.6855 0.04647894031
0.689 0.04591548984
0.6925 0.04534504066
0.696 0.04476778906
0.6995 0.0441839349
0.703 0.04359368168
0.7065 0.04299723649
0.71 0.04239481
0.7135 0.04178661652
0.717 0.04117287392
0.7205 0.04055380371
0.724 0.03992963098
0.7275 0.03930058441
0.731 0.03866689632
0.7345 0.0380288026
0.738 0.03738654274
0.7415 0.03674035985
0.745 0.03609050063
0.7485 0.03543721538
0.752 0.03478075802
0.7555 0.03412138604
0.759 0.03345936056
0.7625 0.03279494629
0.766 0.03212841154
0.7695 0.03146002822
0.773 0.03079007184
0.7765 0.03011882153
0.78 0.02944656
0.7835 0.02877357357
0.787 0.02810015216
0.7905 0.0274265893
0.794 0.0267531821
0.7975 0.02608023129
0.801 0.0254080412
0.8045 0.02473691976
0.808 0.0240671785
0.8115 0.02339913254
0.815 0.02273310063
0.8185 0.02206940509
0.822 0.02140837186
0.8255 0.02075033048
0.829 0.02009561408
0.8325 0.01944455941
0.836 0.01879750682
0.8395 0.01815480023
0.843 0.0175167872
0.8465 0.01688381888
0.85 0.01625625
0.8535 0.01563443893
0.857 0.0150187476
0.8605 0.01440954158
0.864 0.01380719002
0.8675 0.01321206566
0.871 0.01262454488
0.8745 0.01204500763
0.878 0.01147383746
0.8815 0.01091142154
0.885 0.01035815062
0.8885 0.00981441909
0.892 0.009280624896
0.8955 0.00875716961
0.899 0.008244458401
0.9025 0.007742900039
0.906 0.007252906896
0.9095 0.006774894945
0.913 0.006309283761
0.9165 0.00585649652
0.92 0.00541696
0.9235 0.00499110458
0.927 0.004579364241
0.9305 0.004182176565
0.934 0.003799982736
0.9375 0.003433227539
0.941 0.003082359361
0.9445 0.00274783019
0.948 0.002430095616
0.9515 0.00212961483
0.955 0.001846850625
0.9585 0.001582269395
0.962 0.001336341136
0.9655 0.001109539445
0.969 0.000902341521
0.9725 0.0007152281641
0.976 0.000548683776
0.9795 0.0004031963601
0.983 0.000279257521
0.9865 0.0001773624651
0.99 9.801e-05
0.9935 4.170253506e-05
0.997 8.946081e-06
1.0005 2.502500625e-07
1.004 1.6128256e-05
1.0075 5.709691406e-05
1.011 0.000123676641
1.0145 0.0002163914551
1.018 0.000335768976
1.0215 0.0004823404251
1.025 0.000656640625
1.0285 0.0008592080001
1.032 0.001090584576
1.0355 0.00135131598
1.039 0.001641951441
1.0425 0.001963043789
1.046 0.002315149456
1.0495 0.002698828475
1.053 0.003114644481
1.0565 0.00356316471
1.06 0.00404496
1.0635 0.00456060479
1.067 0.005110677121
1.0705 0.005695758635
1.074 0.006316434576
1.0775 0.006973293789
1.081 0.007666928721
1.0845 0.00839793542
1.088 0.009166913536
1.0915 0.00997446632
1.095 0.01082120062
1.0985 0.01170772691
1.102 0.01263465922
1.1055 0.01360261522
1.109 0.01461221616
1.1125 0.01566408691
1.116 0.01675885594
1.1195 0.01789715529
1.123 0.01907962064
1.1265 0.02030689126
1.13 0.02157961
1.1335 0.02289842335
1.137 0.02426398136
1.1405 0.02567693772
1.144 0.0271379497
1.1475 0.02864767816
1.151 0.0302067876
1.1545 0.03181594609
1.158 0.0334758253
1.1615 0.03518710052
1.165 0.03695045063
1.1685 0.03876655811
1.172 0.04063610906
1.1755 0.04255979315
1.179 0.04453830368
1.1825 0.04657233754
1.186 0.04866259522
1.1895 0.05080978081
1.193 0.053014602
1.1965 0.0552777701
1.2 0.0576
